time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1721411602979055400,27.156055419921874,-0.39274361729621887,-0.046062368899583817,0.14186660945415497,0.9074715375900269,0.029121752828359604,-0.29805466532707214,0.8212714195251465
1721411602996196900,27.17319677734375,-0.3901657462120056,-0.045782361179590225,0.14104889333248138,0.908724308013916,0.028086014091968536,-0.2963952422142029,0.815301239490509
1721411603013336800,27.1903369140625,-0.38750672340393066,-0.046868424862623215,0.14064691960811615,0.9098683595657349,0.02480032667517662,-0.29659339785575867,0.8089591860771179
1721411603030493200,27.2074931640625,-0.38506796956062317,-0.04816253110766411,0.14086663722991943,0.9108017086982727,0.02171260118484497,-0.298089861869812,0.8032366633415222
1721411603047634400,27.224634521484376,-0.3831711709499359,-0.048804640769958496,0.14161603152751923,0.9114510416984558,0.020476410165429115,-0.3000345528125763,0.7990258932113647
1721411603064777000,27.24177685546875,-0.3822356164455414,-0.048001665621995926,0.142665296792984,0.9117228388786316,0.022553443908691406,-0.3013800382614136,0.7973975539207458
1721411603081925400,27.25892529296875,-0.38346853852272034,-0.0465141199529171,0.14276735484600067,0.9112660884857178,0.025881635025143623,-0.3003677427768707,0.8005469441413879
1721411603099074800,27.27607470703125,-0.3839501738548279,-0.044397175312042236,0.1422836035490036,0.9112445712089539,0.029655585065484047,-0.2977845072746277,0.8019937872886658
1721411603116216800,27.293216796875,-0.3846759498119354,-0.04250166192650795,0.14106769859790802,0.9112179279327393,0.032472968101501465,-0.2940027713775635,0.8037270903587341
1721411603133360600,27.310360595703123,-0.3848148584365845,-0.040999677032232285,0.1398986279964447,0.9114081859588623,0.03438377007842064,-0.2906385660171509,0.8040599822998047
1721411603150509600,27.327509521484377,-0.384566992521286,-0.04091925173997879,0.13857243955135345,0.911719024181366,0.03334757685661316,-0.28812041878700256,0.8031595945358276
1721411603167653600,27.344653564453125,-0.3838525414466858,-0.04245271906256676,0.1375907063484192,0.9120986461639404,0.02939787320792675,-0.28752923011779785,0.8009490370750427
1721411603184795000,27.361794921875,-0.38338643312454224,-0.045291900634765625,0.13685797154903412,0.9122682213783264,0.02326519973576069,-0.28841280937194824,0.7990701794624329
1721411603201931300,27.37893115234375,-0.3843003511428833,-0.04823991283774376,0.136384055018425,0.9118035435676575,0.017588676884770393,-0.2898287773132324,0.8003255128860474
1721411603219071500,27.396071533203123,-0.3844257891178131,-0.05015774816274643,0.13589634001255035,0.9117199182510376,0.0135941868647933,-0.2904283404350281,0.800045907497406
1721411603236223700,27.4132236328125,-0.38442376255989075,-0.05120692402124405,0.13500477373600006,0.911794900894165,0.01087051909416914,-0.28959450125694275,0.7995802760124207
1721411603253369900,27.430369873046875,-0.3851579427719116,-0.05178782343864441,0.1333586573600769,0.9116945862770081,0.008652916178107262,-0.2869807183742523,0.8006913065910339
1721411603270496800,27.447496826171875,-0.38626301288604736,-0.051816701889038086,0.1312256157398224,0.9115349054336548,0.007196094840764999,-0.28302669525146484,0.8026483058929443
1721411603287661600,27.46466162109375,-0.38803330063819885,-0.05127285048365593,0.12946182489395142,0.9110658764839172,0.007329193875193596,-0.27930498123168945,0.806315004825592
1721411603304806400,27.481806396484377,-0.38971182703971863,-0.050536420196294785,0.1280801147222519,0.9105857610702515,0.008100142702460289,-0.2761412560939789,0.8099085092544556
1721411603321952500,27.498952392578126,-0.39258238673210144,-0.050372228026390076,0.1272927075624466,0.9094714522361755,0.008645373396575451,-0.27452385425567627,0.8161904811859131
1721411603339095300,27.51609521484375,-0.39386361837387085,-0.050889257341623306,0.12667566537857056,0.9089747667312622,0.00755315599963069,-0.27378442883491516,0.8188091516494751
1721411603356246500,27.53324658203125,-0.39493051171302795,-0.05197272449731827,0.12617313861846924,0.9085202813148499,0.0054246652871370316,-0.27371805906295776,0.8208568692207336
1721411603373389000,27.55038916015625,-0.39533543586730957,-0.05334775149822235,0.1252913475036621,0.9083864688873291,0.002226019510999322,-0.27319201827049255,0.8212730884552002
1721411603390537700,27.567537841796874,-0.39515212178230286,-0.05503333732485771,0.12414710223674774,0.9085227847099304,-0.0019562437664717436,-0.27243146300315857,0.8202498555183411
1721411603407679000,27.584678955078125,-0.3947411775588989,-0.057093679904937744,0.12328004091978073,0.9086923599243164,-0.0066802711226046085,-0.27248096466064453,0.8187049031257629
1721411603424843300,27.60184326171875,-0.3945983052253723,-0.05943940579891205,0.12274830043315887,0.9086760878562927,-0.011580071412026882,-0.27337875962257385,0.817776620388031
1721411603441984300,27.618984375,-0.39589107036590576,-0.061767689883708954,0.12254374474287033,0.9079856872558594,-0.015731683000922203,-0.2748914957046509,0.8201426863670349
